,word,proposed_splitting,count_pre,count_post
5721,consultations,,1,
5722,resilientcities,"['resilient', 'cities']",4,
5723,extinctionrebelion,"['extinction', 'rebel', 'ion']",4,
5724,pharma,"['p', 'harm', 'a']",1,
5725,motsforts,"['mot', 's', 'forts']",1,
5726,wintersports,"['winter', 'sports']",1,
5727,yellowvest,"['yellow', 'vest']",1,
5728,wastemanagement,"['waste', 'management']",4,
5729,toefl,,2,
5730,climatefestival,"['climate', 'festival']",2,
5731,cocreate,"['co', 'create']",1,
5732,households,,1,
5733,fellinicf,,1,
5734,newbeginnings,"['new', 'beginnings']",1,
5735,emmathompson,,1,
5736,leadershipdevelopment,"['leadership', 'development']",1,
5737,bringthemhere,"['bring', 'them', 'here']",2,
5738,recallgavinnewsom,,7,
5739,mission2030,"['mission', '2030']",4,
5740,conwy,,1,
5741,agroecological,,1,
5742,nowisthetime,"['now', 'is', 'the', 'time']",1,
5743,untrue,,1,
5744,thereisnoplanetb,"['there', 'is', 'no', 'planet', 'b']",1,2.0
5745,eatlessmeat,"['eat', 'less', 'meat']",1,1.0
5746,vaughan,,1,
5747,wdcd2018,,1,
5748,interschoolcompetition,"['inter', 'school', 'competition']",1,
5749,wildfires,,3,9.0
5750,saveearth,"['save', 'earth']",1,3.0
5751,clown,,2,
5752,priceonpollution,"['price', 'on', 'pollution']",5,
5753,pleistocene,,1,
5754,painting,,5,
5755,fight,,3,
5756,ods13,,1,
5757,inspiration,,4,1.0
5758,seanduffy,,2,
5759,socialists,,1,
5760,spillway,,1,
5761,iync,,1,
5762,derangeddonald,,1,
5763,2020election,"['2020', 'election']",2,
5764,ecotech,,4,
5765,gas,,5,7.0
5766,c2csustainability,"['c', '2', 'c', 'sustainability']",1,
5767,nicolewilson,,1,
5768,joinarcdessco,,1,
5769,fridaymotivation,,1,
5770,dystopia,,1,
5771,purduedayofgiving,,1,
5772,naturaldisaster,"['natural', 'disaster']",4,
5773,quoteoftheday,"['quote', 'of', 'the', 'day']",5,
5774,aiforearth,"['a', 'i', 'for', 'earth']",2,
5775,mining,,5,1.0
5776,computer,,1,
5777,iranflood,,2,
5778,gls18,,2,
5779,411ppm,"['411', 'ppm']",1,
5780,plughole,"['plug', 'hole']",1,
5781,denialists,"['denial', 'is', 'ts']",1,
5782,magnitskyact,,28,
5783,savetheamazon,"['save', 'the', 'amazon']",1,
5784,housing,,5,3.0
5785,shrimp,,1,
5786,chemtrail,"['chem', 'trail']",1,
5787,teach4climate,"['teach', '4', 'climate']",1,
5788,brampton,,1,
5789,hurricanes,,5,2.0
5790,pm,,2,
5791,psychology,,1,
5792,italy,,3,2.0
5793,contractionandconvergence,"['contraction', 'and', 'convergence']",1,
5794,coralnotcoal,"['coral', 'not', 'coal']",7,3.0
5795,rcn19,,3,
5796,trumps,,1,
5797,earthquake,,3,1.0
5798,gpc,,1,
5799,mosquitoes,,1,1.0
5800,watchfulowls,"['watchful', 'owls']",1,
5801,betweenthefjords,"['between', 'the', 'fjords']",1,
5802,noconsensus,"['no', 'consensus']",1,
5803,praguesummit19,,1,
5804,cornbelt,"['corn', 'belt']",1,
5805,holysaturday,,1,
5806,gender,,7,6.0
5807,asians,,1,
5808,spartan,,1,
5809,practice,,1,1.0
5810,helptheplanet,"['help', 'the', 'planet']",1,
5811,angels,,1,
5812,ldcf,,1,
5813,liberal,,3,
5814,tech,,11,32.0
5815,ashrae,,1,
5816,meters,,1,
5817,access,,1,
5818,orderofcanada,,3,
5819,rhodeisland,,2,
5820,rgb,,1,
5821,author,,3,1.0
5822,wildmind,"['wild', 'mind']",1,
5823,itstimetochange,"['its', 'time', 'to', 'change']",5,6.0
5824,trinidadandtobago,,1,
5825,landslides,,1,1.0
5826,wood,,2,
5827,apparel,,1,
5828,donaldtrump,,1,2.0
5829,joke,,1,
5830,extremeweatherconditions,"['extreme', 'weather', 'conditions']",1,
5831,cleanenergyeu,,6,1.0
5832,arkhangelsk,"['ark', 'h', 'angels', 'k']",1,
5833,linkedin,"['linked', 'in']",1,
5834,ottflood19,,1,
5835,maga,,21,18.0
5836,dollar,,2,
5837,music,,5,2.0
5838,infographic,"['info', 'graphic']",1,
5839,vietnamese,,1,
5840,rightwing,,1,
5841,flower,,1,1.0
5842,facebook,,3,2.0
5843,peoplesvote,"['peoples', 'vote']",2,
5844,renewables,,106,56.0
5845,sostenibilidad,,1,
5846,nigerriver,,1,
5847,beer,,2,1.0
5848,world,,2,5.0
5849,saveonenergy,"['save', 'on', 'energy']",1,
5850,creationcare,"['creation', 'care']",1,
5851,earthday,"['earth', 'day']",31,61.0
5852,sednaepic,,1,
5853,airsealing,"['air', 'sealing']",1,
5854,real,,2,
5855,kcacols,"['kc', 'a', 'cols']",1,
5856,authorities,,1,
5857,drought,,24,11.0
5858,postapocalypse,"['post', 'apocalypse']",1,
5859,changepoliticsforgood,"['change', 'politics', 'for', 'good']",1,
5860,betd,,1,
5861,10iki,,1,
5862,euoxbec,,1,
5863,nepal,,4,
5864,iiot,,1,1.0
5865,chevron,,1,
5866,earthriot,"['earth', 'riot']",1,
5867,ghostgear,"['ghost', 'gear']",2,
5868,landrights,"['land', 'rights']",3,1.0
5869,teaparty,"['tea', 'party']",2,
5870,gravimetrics,,1,
5871,coralreefs,"['coral', 'reefs']",12,3.0
5872,transparency,,3,4.0
5873,mothernature,"['mother', 'nature']",1,5.0
5874,disbarbarr,,1,
5875,youthinaction,"['youth', 'in', 'action']",1,
5876,poll,,1,
5877,参院選,,1,
5878,globalheatwave,"['global', 'heatwave']",1,
5879,elisegornish,,1,
5880,cronerienv,,1,
5881,tourism,,3,1.0
5882,environmentalprotection,"['environmental', 'protection']",2,
5883,orientalafrica,,1,
5884,landloss,"['land', 'loss']",3,
5885,rbhrforum,,1,
5886,microclimate,"['micro', 'climate']",2,2.0
5887,democratic,,2,
5888,rpmsnapshot,"['rpm', 'snapshot']",1,
5889,borneo,,1,
5890,baltimore,,4,1.0
5891,extinctioncrisis,"['extinction', 'crisis']",1,
5892,shgs,,1,
5893,stormwater,"['storm', 'water']",1,
5894,record,,1,
5895,truthtopower,"['truth', 'to', 'power']",1,
5896,365drawings,"['365', 'drawings']",2,
5897,2020,,1,
5898,hydroconference,"['hydro', 'conference']",1,
5899,catl,,2,
5900,learningdisability,"['learning', 'disability']",1,
5901,re100,"['re', '100']",5,
5902,collapse,,2,
5903,mongolia,,2,2.0
5904,taas,"['ta', 'as']",1,
5905,draconian,,1,
5906,halfmoonbay,"['half', 'moon', 'bay']",1,
5907,energychartertreaty,"['energy', 'charter', 'treaty']",3,
5908,localeconomy,"['local', 'economy']",1,
5909,parliamentaryhearings,"['parliamentary', 'hearings']",1,
5910,redd,,2,1.0
5911,olympics,,1,1.0
5912,naturebasedsolution,"['nature', 'based', 'solution']",1,
5913,networking,,2,
5914,tip,,4,
5915,brumadinho,,1,
5916,security,,5,7.0
5917,medicareforamerica,,1,
5918,tshirts,"['t', 'shirts']",4,
5919,ms4cr,,1,
5920,underweight,,1,
5921,afuturetobelievein,"['a', 'future', 'to', 'believe', 'in']",1,
5922,fish,,8,3.0
5923,cclearnalumni,"['cc', 'learn', 'alumni']",1,
5924,climatechaos,"['climate', 'chaos']",3,1.0
5925,cpgh,,1,
5926,realestate,"['real', 'estate']",2,6.0
5927,visit,,1,
5928,brainbooster,"['brain', 'booster']",1,
5929,fragility,,1,1.0
5930,putuporshutup,"['put', 'up', 'or', 'shut', 'up']",5,
5931,seriously,,1,
5932,sdg11week,,2,
5933,faithgoldy,,1,
5934,fundamental,,1,
5935,norway,,2,
5936,youthstrike4climatechester,,1,
5937,hoax,,3,5.0
5938,sustainableagriculture,"['sustainable', 'agriculture']",2,
5939,sr15,,2,
5940,cgdtalks,,2,
5941,entrepreneurship,,1,
5942,youthsummit2019,"['youth', 'summit', '2019']",1,
5943,solution,,1,
5944,racp18,,1,
5945,olive,,2,
5946,nukes,,1,
5947,everydropcounts,"['every', 'drop', 'counts']",1,
5948,whitehall,,1,
5949,residues,,1,
5950,climateambition,"['climate', 'ambition']",1,11.0
5951,alpine,,1,
5952,kidsincages,"['kids', 'in', 'cages']",2,
5953,thefutureisnow,"['the', 'future', 'is', 'now']",1,
5954,youngpeople,"['young', 'people']",5,
5955,attenborough,,3,
5956,createthefutureyouwant,"['create', 'the', 'future', 'you', 'want']",1,
5957,homophobia,,1,
5958,whataretheyhiding,"['what', 'are', 'they', 'hiding']",1,
5959,savethesea,"['save', 'these', 'a']",1,
5960,worldwaterday,"['world', 'water', 'day']",2,4.0
5961,disruption,,2,
5962,globaldev,,3,
5963,bems,"['be', 'ms']",1,
5964,prescriptiondrugs,"['prescription', 'drugs']",1,
5965,tmx,,3,
5966,breeding,,1,
5967,climateviz,"['climate', 'viz']",2,
5968,climaterefugees,"['climate', 'refugees']",5,1.0
5969,cardiovascular,,2,
5970,miami,,3,
5971,ss4cnz,,4,
5972,highest,,1,
5973,evolutionary,,1,
5974,preach,,1,
5975,indivotes,,1,
5976,sheep,,2,
5977,chytrid,,1,
5978,timflannery,,1,
5979,environmentaldegradation,"['environmental', 'degradation']",4,
5980,calgary,,2,1.0
5981,protectthearctic,"['protect', 'the', 'arctic']",6,
5982,كاليفورنيا,,1,
5983,coalregionseu,,1,
5984,joebiden2020,,1,
5985,remain,,5,
5986,vectorbornediseases,"['vector', 'borne', 'diseases']",1,
5987,eumigration,,1,
5988,lifelongvegans,"['lifelong', 'vegans']",1,
5989,ndis,,2,
5990,pmmodi,,1,
5991,gunsense,"['gun', 'sense']",1,
5992,habitatloss,"['habitat', 'loss']",2,
5993,gu4ph,,4,2.0
5994,positivevibes,"['positive', 'vibes']",1,
5995,birthstrike,"['birth', 'strike']",1,
5996,floodwater,,1,
5997,carbon,,20,35.0
5998,socialpsychology,"['social', 'psychology']",1,
5999,democraticparty,"['democratic', 'party']",2,
6000,cancelstudentdebt,"['cancel', 'student', 'debt']",1,
6001,snclavalin,,1,
6002,energiasolar,,1,
6003,betoforamerica,,3,
6004,freethesnake,"['free', 'the', 'snake']",4,
6005,solarvariation,"['solar', 'variation']",1,
6006,sustainableliving,"['sustainable', 'living']",5,
6007,seechangeuseu,"['see', 'change', 'use', 'u']",1,
6008,budget19,"['budget', '19']",1,
6009,sunspots,,1,
6010,cons,,1,
6011,contrails,,1,
6012,robotics,,3,2.0
6013,lifeprogramme,,1,2.0
6014,youthstepup,"['youth', 'step', 'up']",2,
6015,venustoken,,1,
6016,maskbook,"['mask', 'book']",1,
6017,dashlapland,,1,
6018,netherlands,,4,
6019,activistinvestors,"['activist', 'investors']",2,
6020,fastflood,"['fast', 'flood']",1,
6021,smartdissent,"['smart', 'dissent']",7,4.0
6022,forwardthinking,"['forward', 'thinking']",1,
6023,仏,,3,
6024,onehome,"['one', 'home']",2,
6025,peoplepower,"['people', 'power']",2,
6026,ncds,,1,2.0
6027,biotechnology,,1,
6028,geography,,1,3.0
6029,indonesia,,3,2.0
6030,landconf2019,,1,
6031,vanpoli,,4,4.0
6032,artificialphotosynthesis,"['artificial', 'photosynthesis']",1,
6033,mkt,,1,
6034,healthforall,"['health', 'for', 'all']",2,
6035,tcfd,,1,
6036,100daysofwalking,"['100', 'days', 'of', 'walking']",1,
6037,polar,,1,1.0
6038,csoforumabidjan,,1,
6039,conference,,1,
6040,poorsection,"['poor', 'section']",1,
6041,kochbrothers,,1,1.0
6042,dubai,,1,
6043,justtransition,"['just', 'transition']",4,4.0
6044,saveouroceans,"['save', 'our', 'oceans']",1,3.0
6045,forabetterfuture,"['for', 'a', 'better', 'future']",1,
6046,eiffeltower,,1,
6047,corpgov,"['corp', 'gov']",1,
6048,toriesout,,2,1.0
6049,naughtybynature,"['naughty', 'by', 'nature']",1,
6050,copernicus,,4,
6051,wgia16,,1,
6052,womeninwood,"['women', 'in', 'wood']",1,
6053,yyc,,4,
6054,welcometrump,"['welcome', 'trump']",9,
6055,8,,3,
6056,womanrights,"['woman', 'rights']",1,
6057,shame,,1,
6058,hazursystem,,1,
6059,canaryislands,"['canary', 'islands']",1,
6060,greenclimatefund,"['green', 'climate', 'fund']",2,
6061,landgrabbing,"['land', 'grabbing']",1,
6062,saudiarabia,,1,
6063,tbt,,1,1.0
6064,johnconstable,"['john', 'constable']",1,
6065,coastal,,1,
6066,climatecosts,"['climate', 'costs']",2,5.0
6067,heatwavela,"['heatwave', 'la']",1,
6068,campaign,,1,
6069,fimc19,,1,
6070,aoc,,11,
6071,greencover,"['green', 'cover']",1,
6072,erosion,,1,
6073,betd2019,,2,
6074,breakingnews,"['breaking', 'news']",3,2.0
6075,endroutineflaring,"['end', 'routine', 'flaring']",3,
6076,joysms,,1,
6077,acenow,"['ace', 'now']",2,
6078,pope,,1,
6079,bible,,1,
6080,ontario,,2,2.0
6081,singapore,,4,1.0
6082,prescientinfo,"['prescient', 'info']",7,
6083,nicaragua,,1,
6084,idaworks,,1,
6085,greenshores,"['green', 'shores']",1,
6086,cleangrowth,"['clean', 'growth']",1,2.0
6087,policyprimerseries,"['policy', 'primer', 'series']",2,
6088,mepc,,1,
6089,oceanlife,"['ocean', 'life']",3,
6090,whatisyourcarbonfootprint,"['what', 'is', 'your', 'carbon', 'footprint']",1,
6091,heathrow,,4,7.0
6092,researchers,,1,2.0
6093,creative,,1,
6094,biodiversityloss,"['biodiversity', 'loss']",3,1.0
6095,nonewm4,"['no', 'new', 'm', '4']",1,
6096,flowerday,"['flower', 'day']",1,
6097,plasticpollution,"['plastic', 'pollution']",20,16.0
6098,climateconcerns,"['climate', 'concerns']",1,
6099,unreliables,"['unreliable', 's']",5,
6100,iucn,,1,
6101,jonesandco,,1,
6102,liquidscience,"['liquid', 'science']",2,
6103,nexus,,1,1.0
6104,nationalparks,"['national', 'parks']",2,1.0
6105,gis,"['g', 'is']",1,
6106,echinococcus,"['e', 'chino', 'coccus']",1,
6107,humansolidarity,"['human', 'solidarity']",1,
6108,siemens,,1,
6109,putin,"['put', 'in']",8,
6110,oceanography,,1,
6111,stopbrexit,,3,4.0
6112,nuclearweapons,"['nuclear', 'weapons']",2,
6113,fossil,,1,
6114,climateprediction,"['climate', 'prediction']",1,
6115,energialimpa,,1,
6116,solarboost,"['solar', 'boost']",1,
6117,immigration,,4,4.0
6118,poleshifts,"['pole', 'shifts']",1,
6119,siliguri,,1,
6120,futureofenergy,"['future', 'of', 'energy']",1,
6121,podcastsiwouldlistento,"['podcasts', 'i', 'would', 'listen', 'to']",1,
6122,whynotwater,"['why', 'not', 'water']",2,
6123,ipccinkazan,,1,
6124,pliocene,,1,
6125,syria,,4,
6126,climatemodeling,"['climate', 'modeling']",1,
6127,plasticbagsban,"['plastic', 'bags', 'ban']",4,
6128,notmx,,2,1.0
6129,australians,,1,
6130,forthepeople,"['for', 'the', 'people']",3,
6131,starfish,,1,
6132,waterenergynexus,"['water', 'energy', 'nexus']",1,
6133,climateapocalypse,"['climate', 'apocalypse']",1,
6134,csso,"['cs', 'so']",1,
6135,esd,"['es', 'd']",1,
6136,gerbilwheelofstupid,"['gerbil', 'wheel', 'of', 'stupid']",2,
6137,planetsfuture,"['planets', 'future']",1,
6138,malnutrition,,1,1.0
6139,electoralbonds,"['electoral', 'bonds']",3,
6140,positivefeedback,"['positive', 'feedback']",1,
6141,region,,1,
6142,fffmauritius,,1,
6143,gellriver,"['gel', 'l', 'river']",1,
6144,micdrop,"['mic', 'drop']",1,
6145,climatelection,,1,
6146,nucleareurope,,1,
6147,consumerism,,1,
6148,isthisgoodorbad,"['is', 'this', 'good', 'or', 'bad']",1,
6149,bushfire,,3,1.0
6150,loveanimals,"['love', 'animals']",2,
6151,saveourplanet,"['save', 'our', 'planet']",2,5.0
6152,environmentaljob,"['environmental', 'job']",1,
6153,womeninag,,1,
6154,climatematters,"['climate', 'matters']",5,
6155,euopen4business,,1,
6156,climatecatastrophe,"['climate', 'catastrophe']",14,
6157,hometobilo,,2,
6158,gcf,,1,
6159,surveys,,1,
6160,rapanui,,1,
6161,consumers,,2,
6162,2018wdcd,,3,
6163,death,,1,
6164,bluecarbonsummit,"['blue', 'carbon', 'summit']",1,
6165,weirdnews,"['weird', 'news']",1,
6166,envir,"['en', 'vi', 'r']",1,
6167,doonbeg,"['do', 'on', 'beg']",1,
6168,solomonislands,,2,
6169,clockproject,"['clock', 'project']",1,
6170,deniers,,2,
6171,g,,1,
6172,philosophy,,2,
6173,amcdrr2018,,1,
6174,energyefficiency,"['energy', 'efficiency']",26,8.0
6175,cannes2018,,1,
6176,jarljensen,,1,
6177,zerowasteuk,,1,
6178,spanish,,1,
6179,dumbledoresarmy,,1,
6180,finland,,3,6.0
6181,citizens,,1,
6182,geese,,1,
6183,impactisreal,"['impact', 'is', 'real']",1,
6184,midhurst,,1,
6185,indiacoolingactionplan,,1,
6186,climatebonds,"['climate', 'bonds']",2,
6187,mindfulness,,8,
6188,utopia,,1,
6189,program,,1,
6190,ecocentrism,,1,
6191,ban,,2,
6192,illustrated,,1,
6193,african,,3,
6194,activetravel,"['active', 'travel']",1,
6195,arturo,,1,
6196,money,,3,3.0
6197,25demayo,,1,
6198,banbeef,"['ban', 'beef']",1,
6199,enviromenteducation,,1,
6200,marianne2020,,1,
6201,feelthebern,,4,
6202,janegoodall,,2,1.0
6203,wellington,,1,1.0
6204,universalhealthcare,"['universal', 'healthcare']",1,
6205,womensrights,,1,1.0
6206,mepc72,,1,
6207,boycottabc,,1,
6208,milano,,1,
6209,poetryaddict,"['poetry', 'addict']",1,
6210,environomentalchange,"['en', 'v', 'iron', 'o', 'mental', 'change']",1,
6211,jpmorgan,,1,
6212,gorillas,,2,
6213,schoolshooting,"['school', 'shooting']",1,
6214,album,,1,
6215,solutions4climate,"['solutions', '4', 'climate']",1,
6216,climatejourney18,"['climate', 'journey', '18']",6,
6217,1,,3,5.0
6218,cyprusuniversityoftechnology,,2,
6219,koreanodyssey,,1,
6220,educational,,1,
6221,hs2,,1,
6222,ゴジラ,,1,
6223,owls,,1,
6224,civilwar,"['civil', 'war']",1,
6225,cleanenergy,"['clean', 'energy']",40,26.0
6226,values,,1,
6227,exp382,"['exp', '382']",1,
6228,daylighting,,1,
6229,sanitationcrisis,"['sanitation', 'crisis']",1,
6230,globalism,"['global', 'is', 'm']",2,
6231,globalsecurity,"['global', 'security']",1,
6232,nikon,,1,
6233,seabirds,,1,1.0
6234,opchemtrails,"['op', 'chem', 'trails']",1,
6235,transitionenergetique,,1,
6236,backbritainsbid,,1,
6237,changingthewayweeat,"['changing', 'the', 'way', 'we', 'eat']",1,
6238,classoutside,"['class', 'outside']",1,
6239,nfldraft,,5,
6240,sand,"['s', 'and']",1,
6241,releasethereturns,"['release', 'the', 'returns']",5,
6242,westvirginia,,1,
6243,storms,,2,
6244,democraps,"['demo', 'craps']",1,
6245,eutransport,,1,
6246,realdonaldtrump,,1,
6247,paytm,,1,
6248,prabhustudio,,1,
6249,priceoncarbon,"['price', 'on', 'carbon']",4,8.0
6250,senate2020,"['senate', '2020']",1,
6251,easter,,6,
6252,shakespeare,,1,
6253,eencanhelp,,2,
6254,livelihood,,1,
6255,letfishlive,"['let', 'fish', 'live']",1,
6256,ecoliving,,1,1.0
6257,sciencedenial,"['science', 'denial']",1,
6258,earth101,"['earth', '101']",2,
6259,climatedenier,"['climate', 'denier']",1,
6260,worldwar11,,1,
6261,iceage,"['ice', 'age']",2,
6262,cancerprevention,"['cancer', 'prevention']",1,
6263,wcw,,1,
6264,nuclearenergy,"['nuclear', 'energy']",3,1.0
6265,worldcup18,,1,
6266,livelihoods,,2,
6267,momsdisapprove,"['moms', 'disapprove']",1,
6268,ilmastomarssi,,1,
6269,equation,,1,
6270,saveresources,"['save', 'resources']",1,
6271,parliament,,2,
6272,naturalclimatesolution,"['natural', 'climate', 'solution']",1,
6273,climatesafety,"['climate', 'safety']",2,
6274,syrian,,1,
6275,reading,,2,
6276,north,,1,
6277,innovative,,2,
6278,endgame,,1,
6279,optimizingamerica,,1,
6280,applications,,1,
6281,heavyrain,"['heavy', 'rain']",1,
6282,earthday2019,"['earth', 'day', '2019']",14,
6283,imprison45,"['imprison', '45']",1,
6284,orcas,,1,
6285,articwarming,,1,
6286,tuesday,,2,
6287,litres,,1,
6288,核廃絶,,1,
6289,sustainablefinanceeu,,5,
6290,climatechangebill,"['climate', 'change', 'bill']",1,
6291,sirdavidattenborough,,1,
6292,oneplanetonehealth,"['one', 'planet', 'one', 'health']",1,
6293,prolife,"['pro', 'life']",2,
6294,witchhunt,"['witch', 'hunt']",2,
6295,pm25,"['pm', '25']",1,
6296,fashionwaste,"['fashion', 'waste']",1,
6297,womenssafety,,3,
6298,fortmcmurray,,1,
6299,latinamerica,,2,1.0
6300,resisttrump,"['resist', 'trump']",1,
6301,crueltyfree,"['cruelty', 'free']",2,2.0
6302,animalsandus,"['animals', 'and', 'us']",1,
6303,strikeforclimate,"['strike', 'for', 'climate']",1,
6304,genderwar,"['gender', 'war']",1,
6305,attacks,,1,1.0
6306,saveourforestsdan,,1,
6307,activists,,1,
6308,aca,,1,
6309,zanzibar,,2,
6310,secretscience,"['secret', 'science']",2,
6311,hw,"['h', 'w']",2,
6312,bullshit,,1,
6313,opbluewave,"['op', 'blue', 'wave']",1,
6314,kogui,,1,
6315,energyinnovationact,"['energy', 'innovation', 'act']",1,
6316,greenpolicy,"['green', 'policy']",1,
6317,mr,,1,
6318,shortfilms,"['short', 'films']",1,
6319,mains,"['main', 's']",1,
6320,pink4people,"['pink', '4', 'people']",1,
6321,giletsjaunes,,1,
6322,asian,,1,
6323,reefs,,1,1.0
6324,bokoharam,,1,
6325,worldmeteorologialday,,1,
6326,uselessplastic,"['useless', 'plastic']",1,
6327,taxscam,"['tax', 'scam']",1,1.0
6328,industry40,"['industry', '40']",1,
6329,juncker,,1,
6330,engsoyouth,,1,
6331,environmentalscience,"['environmental', 'science']",12,
6332,greenplanet,"['green', 'planet']",1,
6333,earthnews,"['earth', 'news']",1,
6334,solarpower,"['solar', 'power']",18,5.0
6335,book,,1,
6336,bike,,1,
6337,climateanalysis,"['climate', 'analysis']",1,
6338,unwto,,1,
6339,globaloverheating,"['global', 'overheating']",1,
6340,africa,,20,18.0
6341,beautyofnature,"['beauty', 'of', 'nature']",1,
6342,beto2020,"['be', 'to', '2020']",7,
6343,asda,,1,
6344,oxfordcircus,"['oxford', 'circus']",3,
6345,elniño,,1,
6346,lymedisease,,2,
6347,tncnigeria,,1,
6348,starwars,"['star', 'wars']",1,
6349,march15,"['march', '15']",2,
6350,meeting,,1,
6351,agriculture,,31,19.0
6352,heartdisease,"['heart', 'disease']",3,
6353,makeadifference,"['make', 'a', 'difference']",1,3.0
6354,irrelevant,,1,
6355,verticalfarming,"['vertical', 'farming']",1,
6356,multilateralism,"['multilateral', 'is', 'm']",1,
6357,charcoal,,1,2.0
6358,isreal,"['is', 'real']",1,
6359,bird,,1,1.0
6360,dotherightthing,"['do', 'the', 'right', 'thing']",1,
6361,energyislands,"['energy', 'islands']",1,
6362,airlines,,2,
6363,youthfulness,,1,
6364,ecotourism,,1,1.0
6365,neoliberalism,,1,
6366,gameofmates,"['game', 'of', 'mates']",1,
6367,heatwaves,"['heatwave', 's']",7,1.0
6368,dairy,,2,1.0
6369,agm,,1,
6370,taiwancanhelp,,1,
6371,vatican,,3,
6372,gold,,2,
6373,unenvironment,,1,
6374,palmoilkills,"['palm', 'oil', 'kills']",1,
6375,letindiabreathe,,1,
6376,artist,,2,2.0
6377,technocracy,,1,
6378,oceon,,1,
6379,biology,,1,
6380,thetempest,"['the', 'tempest']",1,
6381,hardball,,1,
6382,trumpvisit,"['trump', 'visit']",1,
6383,sierra,,1,
6384,ecologyconferences,"['ecology', 'conferences']",1,
6385,uppers,,1,
6386,cities,,16,9.0
6387,seedsandchips,"['seeds', 'and', 'chips']",1,2.0
6388,walruses,,1,
6389,debatemedana,,6,
6390,cityfoodsym,,1,
6391,extinct,,4,
6392,r20aws,"['r', '20', 'aw', 's']",2,3.0
6393,knowledgeispower,"['knowledge', 'is', 'power']",1,
6394,endangered,,1,
